Creating time-slice files in output directory: input
MPI Environment Size: 16
[9/16]: Creating file: input/ocn1p0deg.57.nc
[12/16]: Creating file: input/ocn1p0deg.60.nc
[0/16]: Creating file: input/ocn1p0deg.48.nc
[6/16]: Creating file: input/ocn1p0deg.54.nc
[3/16]: Creating file: input/ocn1p0deg.51.nc
[2/16]: Creating file: input/ocn1p0deg.50.nc
[4/16]: Creating file: input/ocn1p0deg.52.nc
[14/16]: Creating file: input/ocn1p0deg.78.nc
[13/16]: Creating file: input/ocn1p0deg.77.nc
[5/16]: Creating file: input/ocn1p0deg.69.nc
[1/16]: Creating file: input/ocn1p0deg.65.nc
[11/16]: Creating file: input/ocn1p0deg.75.nc
[15/16]: Creating file: input/ocn1p0deg.79.nc
[10/16]: Creating file: input/ocn1p0deg.74.nc
[7/16]: Creating file: input/ocn1p0deg.71.nc
[6/16]: Creating file: input/ocn1p0deg.70.nc
[3/16]: Creating file: input/ocn1p0deg.67.nc
[9/16]: Creating file: input/ocn1p0deg.73.nc
[0/16]: Creating file: input/ocn1p0deg.64.nc
[8/16]: Creating file: input/ocn1p0deg.72.nc
[4/16]: Creating file: input/ocn1p0deg.68.nc
[12/16]: Creating file: input/ocn1p0deg.76.nc
[2/16]: Creating file: input/ocn1p0deg.66.nc
[5/16]: Creating file: input/ocn1p0deg.85.nc
[6/16]: Creating file: input/ocn1p0deg.86.nc
[1/16]: Creating file: input/ocn1p0deg.81.nc
[7/16]: Creating file: input/ocn1p0deg.87.nc
[14/16]: Creating file: input/ocn1p0deg.94.nc
[3/16]: Creating file: input/ocn1p0deg.83.nc
[15/16]: Creating file: input/ocn1p0deg.95.nc
[13/16]: Creating file: input/ocn1p0deg.93.nc
[4/16]: Creating file: input/ocn1p0deg.84.nc
[0/16]: Creating file: input/ocn1p0deg.80.nc
[10/16]: Creating file: input/ocn1p0deg.90.nc
[11/16]: Creating file: input/ocn1p0deg.91.nc
[9/16]: Creating file: input/ocn1p0deg.89.nc
[8/16]: Creating file: input/ocn1p0deg.88.nc
[12/16]: Creating file: input/ocn1p0deg.92.nc
[2/16]: Creating file: input/ocn1p0deg.82.nc
[5/16]: Creating file: input/ocn1p0deg.101.nc
[6/16]: Creating file: input/ocn1p0deg.102.nc
[7/16]: Creating file: input/ocn1p0deg.103.nc
[1/16]: Creating file: input/ocn1p0deg.97.nc
[3/16]: Creating file: input/ocn1p0deg.99.nc
[0/16]: Creating file: input/ocn1p0deg.96.nc
[14/16]: Creating file: input/ocn1p0deg.110.nc
[4/16]: Creating file: input/ocn1p0deg.100.nc
[15/16]: Creating file: input/ocn1p0deg.111.nc
[10/16]: Creating file: input/ocn1p0deg.106.nc
[13/16]: Creating file: input/ocn1p0deg.109.nc
[12/16]: Creating file: input/ocn1p0deg.108.nc
[9/16]: Creating file: input/ocn1p0deg.105.nc
[8/16]: Creating file: input/ocn1p0deg.104.nc
[2/16]: Creating file: input/ocn1p0deg.98.nc
[11/16]: Creating file: input/ocn1p0deg.107.nc
[7/16]: Creating file: input/ocn1p0deg.119.nc
[5/16]: Creating file: input/ocn1p0deg.117.nc
[1/16]: Creating file: input/ocn1p0deg.113.nc
[6/16]: Creating file: input/ocn1p0deg.118.nc
[3/16]: Creating file: input/ocn1p0deg.115.nc
[0/16]: Creating file: input/ocn1p0deg.112.nc
[4/16]: Creating file: input/ocn1p0deg.116.nc
[2/16]: Creating file: input/ocn1p0deg.114.nc

Maximum Process Runtime: 230.07237196 seconds
Application 63070276 resources: utime ~2070s, stime ~1184s, Rss ~313672, inblocks ~184030, outblocks ~325578962
