Creating time-slice files in output directory: input
MPI Environment Size: 32
[15/32]: Creating file: input/lndse0p25deg.111.nc
[9/32]: Creating file: input/lndse0p25deg.105.nc
[3/32]: Creating file: input/lndse0p25deg.99.nc
[16/32]: Creating file: input/lndse0p25deg.112.nc
[18/32]: Creating file: input/lndse0p25deg.114.nc
[17/32]: Creating file: input/lndse0p25deg.113.nc
[4/32]: Creating file: input/lndse0p25deg.100.nc
[20/32]: Creating file: input/lndse0p25deg.116.nc
[0/32]: Creating file: input/lndse0p25deg.96.nc
[6/32]: Creating file: input/lndse0p25deg.102.nc
[2/32]: Creating file: input/lndse0p25deg.98.nc
[7/32]: Creating file: input/lndse0p25deg.103.nc

Maximum Process Runtime: 154.04206109 seconds
Application 63071024 resources: utime ~2171s, stime ~1021s, Rss ~783620, inblocks ~368031, outblocks ~329639404
