Creating time-slice files in output directory: input
MPI Environment Size: 16
[1/16]: Creating file: input/atmfv1p0deg.81.nc
[9/16]: Creating file: input/atmfv1p0deg.89.nc
[8/16]: Creating file: input/atmfv1p0deg.88.nc
[10/16]: Creating file: input/atmfv1p0deg.90.nc
[2/16]: Creating file: input/atmfv1p0deg.82.nc
[13/16]: Creating file: input/atmfv1p0deg.109.nc
[14/16]: Creating file: input/atmfv1p0deg.110.nc
[11/16]: Creating file: input/atmfv1p0deg.107.nc
[15/16]: Creating file: input/atmfv1p0deg.95.nc
[3/16]: Creating file: input/atmfv1p0deg.99.nc
[5/16]: Creating file: input/atmfv1p0deg.101.nc
[0/16]: Creating file: input/atmfv1p0deg.96.nc
[4/16]: Creating file: input/atmfv1p0deg.100.nc
[7/16]: Creating file: input/atmfv1p0deg.103.nc
[6/16]: Creating file: input/atmfv1p0deg.102.nc
[12/16]: Creating file: input/atmfv1p0deg.108.nc
[1/16]: Creating file: input/atmfv1p0deg.97.nc
[8/16]: Creating file: input/atmfv1p0deg.104.nc
[9/16]: Creating file: input/atmfv1p0deg.105.nc
[2/16]: Creating file: input/atmfv1p0deg.98.nc
[10/16]: Creating file: input/atmfv1p0deg.106.nc
[15/16]: Creating file: input/atmfv1p0deg.111.nc
[5/16]: Creating file: input/atmfv1p0deg.117.nc
[3/16]: Creating file: input/atmfv1p0deg.115.nc
[0/16]: Creating file: input/atmfv1p0deg.112.nc
[7/16]: Creating file: input/atmfv1p0deg.119.nc
[6/16]: Creating file: input/atmfv1p0deg.118.nc
[1/16]: Creating file: input/atmfv1p0deg.113.nc
[4/16]: Creating file: input/atmfv1p0deg.116.nc
[2/16]: Creating file: input/atmfv1p0deg.114.nc

Maximum Process Runtime: 49.9199290276 seconds
Application 63070099 resources: utime ~383s, stime ~95s, Rss ~215456, inblocks ~184030, outblocks ~58188938
