MPI Environment Size: 40
Initializing Reshaper...
  MPI Communicator Size: 40
  Specifier validated
  NetCDF I/O Backend: netCDF4
  NetCDF Output Format: netcdf4
  NetCDF Compression: 0
...Reshaper initialized.
Inspecting input files...
  First input file inspected.
  Remaining input files inspected.
  Checked for missing variables.
  Input files sorted by time.
  Time-Invariant Metadata: 1, 3, 2, v18, v19, v12, v13, v10, v11, v16, v17, v14, v15, v0, v1, v2, v3, v4, v5, v6, v7, v8, v9
  Time-Variant Metadata: 0
  Time-Series Variables: v118, v119, v114, v115, v116, v117, v110, v111, v112, v113, v89, v88, v85, v84, v87, v86, v81, v80, v83, v82, v69, v68, v67, v66, v65, v64, v63, v62, v61, v60, v92, v93, v90, v91, v96, v97, v94, v95, v107, v106, v98, v104, v103, v102, v101, v100, v105, v99, v78, v79, v74, v75, v76, v77, v70, v71, v72, v73, v132, v133, v130, v131, v134, v125, v124, v127, v126, v121, v120, v123, v122, v129, v128, v41, v40, v43, v42, v45, v44, v47, v46, v49, v48, v23, v22, v21, v20, v27, v26, v25, v24, v29, v28, v56, v57, v54, v55, v52, v53, v50, v51, v109, v58, v59, v30, v31, v32, v33, v34, v35, v36, v37, v38, v39, v108
[1/40] Converting time-series variables: v119, v104, v49
[6/40] Opening output file for variable: v105
[19/40] Closed output file for variable: v82
[19/40] Opening output file for variable: v133
[12/40] Closed output file for variable: v85
[12/40] Opening output file for variable: v76
[8/40] Closed output file for variable: v112
[8/40] Opening output file for variable: v78
[3/40] Writing output file for variable: v23
[31/40] Writing output file for variable: v129
[27/40] Writing output file for variable: v121
[26/40] Writing output file for variable: v126
[35/40] Writing output file for variable: v43
[23/40] Writing output file for variable: v125
[38/40] Writing output file for variable: v44
[34/40] Writing output file for variable: v40
[39/40] Writing output file for variable: v47
[7/40] Writing output file for variable: v99
[22/40] Writing output file for variable: v134
[12/40] Writing output file for variable: v76
[10/40] Writing output file for variable: v74
[6/40] Writing output file for variable: v105
[8/40] Writing output file for variable: v78
[19/40] Writing output file for variable: v133
[18/40] Writing output file for variable: v132
[15/40] Writing output file for variable: v71
[39/40] Closed output file for variable: v47
[3/40] Closed output file for variable: v23
[0/40] Closed output file for variable: v46
[36/40] Closed output file for variable: v42
[35/40] Closed output file for variable: v43
[28/40] Closed output file for variable: v120
[28/40] Opening output file for variable: v34
[21/40] Closed output file for variable: v131
[21/40] Opening output file for variable: v109
[11/40] Closed output file for variable: v75
[11/40] Opening output file for variable: v29
[6/40] Closed output file for variable: v105
[6/40] Opening output file for variable: v20
[21/40] Writing output file for variable: v109
[28/40] Writing output file for variable: v34
[19/40] Closed output file for variable: v133
[19/40] Opening output file for variable: v50
[11/40] Writing output file for variable: v29
[6/40] Writing output file for variable: v20
[19/40] Writing output file for variable: v50
[13/40] Closed output file for variable: v77
[13/40] Opening output file for variable: v56
[13/40] Writing output file for variable: v56
[10/40] Closed output file for variable: v74
[10/40] Opening output file for variable: v24
[5/40] Closed output file for variable: v100
[5/40] Opening output file for variable: v21
[10/40] Writing output file for variable: v24
[5/40] Writing output file for variable: v21
[23/40] Closed output file for variable: v125
[23/40] Opening output file for variable: v59
[15/40] Closed output file for variable: v71
[15/40] Opening output file for variable: v54
[22/40] Closed output file for variable: v134
[22/40] Opening output file for variable: v58
[4/40] Closed output file for variable: v101
[4/40] Opening output file for variable: v22
[23/40] Writing output file for variable: v59
[25/40] Closed output file for variable: v127
[25/40] Opening output file for variable: v31
[15/40] Writing output file for variable: v54
[4/40] Writing output file for variable: v22
[22/40] Writing output file for variable: v58
[31/40] Closed output file for variable: v129
[31/40] Opening output file for variable: v37
[25/40] Writing output file for variable: v31
[31/40] Writing output file for variable: v37
[16/40] Closed output file for variable: v72
[16/40] Opening output file for variable: v55
[7/40] Closed output file for variable: v99
[7/40] Opening output file for variable: v27
[16/40] Writing output file for variable: v55
[7/40] Writing output file for variable: v27
[24/40] Closed output file for variable: v124
[24/40] Opening output file for variable: v30
[27/40] Closed output file for variable: v121
[27/40] Opening output file for variable: v33
[9/40] Closed output file for variable: v79
[9/40] Opening output file for variable: v25
[17/40] Closed output file for variable: v73
[17/40] Opening output file for variable: v52
[2/40] Closed output file for variable: v48
[20/40] Closed output file for variable: v130
[20/40] Opening output file for variable: v51
[37/40] Closed output file for variable: v45
[33/40] Closed output file for variable: v41
[33/40] Opening output file for variable: v39
[29/40] Closed output file for variable: v123
[29/40] Opening output file for variable: v35
[30/40] Closed output file for variable: v122
[30/40] Opening output file for variable: v36
[12/40] Closed output file for variable: v76
[12/40] Opening output file for variable: v28
[18/40] Closed output file for variable: v132
[18/40] Opening output file for variable: v53
[1/40] Closed output file for variable: v49
[38/40] Closed output file for variable: v44
[32/40] Closed output file for variable: v128
[32/40] Opening output file for variable: v38
[26/40] Closed output file for variable: v126
[26/40] Opening output file for variable: v32
[14/40] Closed output file for variable: v70
[14/40] Opening output file for variable: v57
[34/40] Closed output file for variable: v40
[34/40] Opening output file for variable: v108
[8/40] Closed output file for variable: v78
[8/40] Opening output file for variable: v26
[27/40] Writing output file for variable: v33
[24/40] Writing output file for variable: v30
[17/40] Writing output file for variable: v52
[26/40] Writing output file for variable: v32
[30/40] Writing output file for variable: v36
[20/40] Writing output file for variable: v51
[9/40] Writing output file for variable: v25
[33/40] Writing output file for variable: v39
[14/40] Writing output file for variable: v57
[12/40] Writing output file for variable: v28
[34/40] Writing output file for variable: v108
[32/40] Writing output file for variable: v38
[29/40] Writing output file for variable: v35
[18/40] Writing output file for variable: v53
[8/40] Writing output file for variable: v26
[22/40] Closed output file for variable: v58
[4/40] Closed output file for variable: v22
[23/40] Closed output file for variable: v59
[17/40] Closed output file for variable: v52
[8/40] Closed output file for variable: v26
[30/40] Closed output file for variable: v36
[29/40] Closed output file for variable: v35
[25/40] Closed output file for variable: v31
[20/40] Closed output file for variable: v51
[32/40] Closed output file for variable: v38
[5/40] Closed output file for variable: v21
[33/40] Closed output file for variable: v39
[14/40] Closed output file for variable: v57
[28/40] Closed output file for variable: v34
[21/40] Closed output file for variable: v109
[16/40] Closed output file for variable: v55
[6/40] Closed output file for variable: v20
[11/40] Closed output file for variable: v29
[26/40] Closed output file for variable: v32
[24/40] Closed output file for variable: v30
[9/40] Closed output file for variable: v25
[19/40] Closed output file for variable: v50
[34/40] Closed output file for variable: v108
[7/40] Closed output file for variable: v27
[12/40] Closed output file for variable: v28
[10/40] Closed output file for variable: v24
[13/40] Closed output file for variable: v56
[18/40] Closed output file for variable: v53
[15/40] Closed output file for variable: v54
[31/40] Closed output file for variable: v37
...Finished converting time-slices to time-series.
[27/40] Closed output file for variable: v33
--------------------------------------------------
 TIMING DATA:
--------------------------------------------------
Initializing Simple Communicator:  1.19209289551e-05
Specifier Validation:              0.0576748847961
Complete Conversion Process:       146.577248096
Inspect Input Files:               4.33935308456
Inspect Output Files:              0.000249862670898
Open Output Files:                 0.0265629291534
Close Output Files:                0.3729159832
Open Input Files:                  128.441158533
Close Input Files:                 2.40925717354
Create Time-Invariant Metadata:    0.320245981216
Create Time-Variant Metadata:      0.074166059494
Create Time-Series Variables:      0.0269539356232
Read Time-Invariant Metadata:      0.411989927292
Read Time-Variant Metadata:        0.791459560394
Read Time-Series Variables:        13.9933922291
Write Time-Invariant Metadata:     0.709360837936
Write Time-Variant Metadata:       0.132801771164
Write Time-Series Variables:       0.766587257385
--------------------------------------------------

--------------------------------------------------
 BYTE COUNTS (MB):
--------------------------------------------------
Actual Data:     120980.0
Requested Data:  8625.72734833
--------------------------------------------------

--------------------------------------------------
 MEMORY USAGE (MB):
--------------------------------------------------
Maximum Memory Use:  57.7734375
--------------------------------------------------

