Execute poe command line: poe  /glade2/scratch2/kpaul/yellowstone/ReshaperBenchmark/sbin/gendata.py -o input -p lndse1p0deg. -d 1,15,48600 -v 290,0,2 -v 5,1,2 -v 5,0,1,2 -n 120
Creating time-slice files in output directory: input
MPI Environment Size: 40
[17/40]: Creating file: input/lndse1p0deg.57.nc
[24/40]: Creating file: input/lndse1p0deg.64.nc
[23/40]: Creating file: input/lndse1p0deg.63.nc
[9/40]: Creating file: input/lndse1p0deg.89.nc
[30/40]: Creating file: input/lndse1p0deg.70.nc
[19/40]: Creating file: input/lndse1p0deg.59.nc
[21/40]: Creating file: input/lndse1p0deg.61.nc
[32/40]: Creating file: input/lndse1p0deg.112.nc
[25/40]: Creating file: input/lndse1p0deg.65.nc
[27/40]: Creating file: input/lndse1p0deg.67.nc
[18/40]: Creating file: input/lndse1p0deg.58.nc
[28/40]: Creating file: input/lndse1p0deg.68.nc
[20/40]: Creating file: input/lndse1p0deg.60.nc
[26/40]: Creating file: input/lndse1p0deg.66.nc
[16/40]: Creating file: input/lndse1p0deg.56.nc
[0/40]: Creating file: input/lndse1p0deg.80.nc
[31/40]: Creating file: input/lndse1p0deg.111.nc
[29/40]: Creating file: input/lndse1p0deg.109.nc
[24/40]: Creating file: input/lndse1p0deg.104.nc
[17/40]: Creating file: input/lndse1p0deg.97.nc
[22/40]: Creating file: input/lndse1p0deg.102.nc
[30/40]: Creating file: input/lndse1p0deg.110.nc
[27/40]: Creating file: input/lndse1p0deg.107.nc
[28/40]: Creating file: input/lndse1p0deg.108.nc
[21/40]: Creating file: input/lndse1p0deg.101.nc
[25/40]: Creating file: input/lndse1p0deg.105.nc
[18/40]: Creating file: input/lndse1p0deg.98.nc
[19/40]: Creating file: input/lndse1p0deg.99.nc
[20/40]: Creating file: input/lndse1p0deg.100.nc
[23/40]: Creating file: input/lndse1p0deg.103.nc
[26/40]: Creating file: input/lndse1p0deg.106.nc
[16/40]: Creating file: input/lndse1p0deg.96.nc

Maximum Process Runtime: 6.85621404648 seconds
